統編,年份,Tot數值,Tot變化,Tot1數值,Tot1變化,Tot2數值,Tot2變化,是預測值
53520959,2022,426895.14,71.48,421220.73,71.18,5674.41,103.37,
53520959,2021,669575.79,112.11,668481.24,112.97,1094.55,19.94,
53520959,2020,573651.24,96.05,563196.4,95.18,10454.84,190.46,
53520959,2019,597226.97,100,591737.7,100,5489.27,100,
53520959,2018,621395.51,104.05,618445.93,104.51,2949.58,53.73,
53520959,2017,670566.4,112.28,669060.15,113.07,1506.25,27.44,
53520959,2016,604750.91,101.26,595521.82,100.64,9229.09,168.13,
53520959,2015,584183.99,97.82,580483.09,98.1,3700.9,67.42,
53520959,2023,370117.86,61.97,364381.74,61.58,5736.12,104.5,T
53520959,2024,313340.58,52.47,307542.75,51.97,5797.83,105.62,T
53520959,2025,256563.3,42.96,250703.76,42.37,5859.55,106.75,T
53520959,2026,199786.03,33.45,193864.77,32.76,5921.26,107.87,T
53520959,2027,143008.75,23.95,137025.78,23.16,5982.97,108.99,T
53520959,2028,86231.47,14.44,80186.79,13.55,6044.68,110.12,T
53520959,2029,29454.19,4.93,23347.8,3.95,6106.4,111.24,T
53520959,2030,0,0,0,0,6168.11,112.37,T
53520959,2031,0,0,0,0,6229.82,113.49,T
53520959,2032,0,0,0,0,6291.53,114.62,T
53520959,2033,0,0,0,0,6353.25,115.74,T
53520959,2034,0,0,0,0,6414.96,116.86,T
53520959,2035,0,0,0,0,6476.67,117.99,T
53520959,2036,0,0,0,0,6538.38,119.11,T
53520959,2037,0,0,0,0,6600.1,120.24,T
53520959,2038,0,0,0,0,6661.81,121.36,T
53520959,2039,0,0,0,0,6723.52,122.48,T
53520959,2040,0,0,0,0,6785.23,123.61,T
53520959,2041,0,0,0,0,6846.95,124.73,T
53520959,2042,0,0,0,0,6908.66,125.86,T
53520959,2043,0,0,0,0,6970.37,126.98,T
53520959,2044,0,0,0,0,7032.08,128.11,T
53520959,2045,0,0,0,0,7093.8,129.23,T
53520959,2046,0,0,0,0,7155.51,130.35,T
53520959,2047,0,0,0,0,7217.22,131.48,T
53520959,2048,0,0,0,0,7278.93,132.6,T
53520959,2049,0,0,0,0,7340.65,133.73,T
53520959,2050,0,0,0,0,7402.36,134.85,T
70783006,2019,158279.17,100,154415.45,100,3863.72,100,
70783006,2018,205315.23,129.72,201401.94,130.43,3913.29,101.28,
70783006,2017,229755.55,145.16,227260.56,147.17,2494.99,64.57,
70783006,2016,211736.2,133.77,209988.38,135.99,1747.82,45.24,
70783006,2015,219549.45,138.71,217687.93,140.98,1861.52,48.18,
70783006,2020,140460.16,88.74,135891.14,88,4569.02,118.25,T
70783006,2021,122641.15,77.48,117366.83,76.01,5274.32,136.51,T
70783006,2022,104822.14,66.23,98842.52,64.01,5979.62,154.76,T
70783006,2023,87003.13,54.97,80318.21,52.01,6684.92,173.02,T
70783006,2024,69184.12,43.71,61793.9,40.02,7390.22,191.27,T
70783006,2025,51365.11,32.45,43269.59,28.02,8095.52,209.53,T
70783006,2026,33546.1,21.19,24745.28,16.03,8800.82,227.78,T
70783006,2027,15727.09,9.94,6220.97,4.03,9506.12,246.04,T
70783006,2028,0,0,0,0,10211.42,264.29,T
70783006,2029,0,0,0,0,10916.72,282.54,T
70783006,2030,0,0,0,0,11622.02,300.8,T
70783006,2031,0,0,0,0,12327.32,319.05,T
70783006,2032,0,0,0,0,13032.62,337.31,T
70783006,2033,0,0,0,0,13737.92,355.56,T
70783006,2034,0,0,0,0,14443.22,373.82,T
70783006,2035,0,0,0,0,15148.52,392.07,T
70783006,2036,0,0,0,0,15853.82,410.33,T
70783006,2037,0,0,0,0,16559.12,428.58,T
70783006,2038,0,0,0,0,17264.42,446.83,T
70783006,2039,0,0,0,0,17969.72,465.09,T
70783006,2040,0,0,0,0,18675.02,483.34,T
70783006,2041,0,0,0,0,19380.32,501.6,T
70783006,2042,0,0,0,0,20085.62,519.85,T
70783006,2043,0,0,0,0,20790.92,538.11,T
70783006,2044,0,0,0,0,21496.22,556.36,T
70783006,2045,0,0,0,0,22201.52,574.62,T
70783006,2046,0,0,0,0,22906.82,592.87,T
70783006,2047,0,0,0,0,23612.12,611.12,T
70783006,2048,0,0,0,0,24317.42,629.38,T
70783006,2049,0,0,0,0,25022.72,647.63,T
70783006,2050,0,0,0,0,25728.02,665.89,T
